"","M_DONOR_1","M_DONOR_2","M_DONOR_3","M_DONOR_4","M_DONOR_6","M_DONOR_7","M_DONOR_8","M_DONOR_9"
"Benzonitrile",0,0.52305467,0,0.0484175137333333,0,0,0,0.0987086924
"Benzothiazole",0,0,0,0,0,0.0471732333333333,0.02926303,0
"Benzoxazole",0,0,0.019105922,0,0,0,0,0
"Benzyl alcohol",0,0,0,0.2236112333,0.126436321466667,0,0,0
"Benzyl alcohol, α-(1-(dimethylamino)ethyl)-",0,0,0,0,0,0,0.00422000385,0
"Benzyl methyl ketone",245820.333333333,0,0,0,0,0,0,0
"Bicyclo[2.2.1]heptane, 2,2-dimethyl-5-methylene-",0,0,0,0,0,0.170385766666667,0,0
"Bicyclo[3.1.0]hex-2-ene, 4-methylene-1-(1-methylethyl)-",0,0,0,0,0.00565820073333333,0.00389496266666667,0,0
"Bicyclo[3.1.0]hexan-2-ol, 2-methyl-5-(1-methylethyl)-, (1α,2β,5α)-",0,0,0,0,0.0271134278,0,0,0
"Bicyclo[3.1.0]hexane, 4-methylene-1-(1-methylethyl)-",0,0,0,0,0,0.01992584,0,0
"Bis(2-ethylhexyl) phthalate",0,0,0.291646582666667,0,0,0,0,0
"Boronic acid, ethyl-",0,0.0765777206666667,0,0,0,0,0,0
"Butanal, 2-methyl-",0,0.1540588,0,0.105927383533333,0.606522999766667,0.0189175166666667,0,0.128619558333333
"Butanal, 3-methyl-",48258132.3333333,0.2568425,0,0,0,0,0.300373033333333,0
"Butane, 1-isocyano-",0,0,0,0,0,0,0,0.00677206886666667
"Butane, 1,1,3,4-tetrachloro-1,2,2,3,4,4-hexafluoro-",15736009,0.0453159566666667,0,0,0,0,0,0
"Butane,1,2,4-trichloro-heptafluoro-",0,0,0,0,0,0,0,0.00488413026666667
"Butanedioic acid, dimethyl ester",215106.666666667,0,0,0,0,0,0,0
"Butanenitrile, 3-methyl-",0,0,0,0,0.0211044947666667,0,0,0.0255796311666667
"Butanoic acid",0,0,0,0.0255105509333333,0,0,0.010249919,0
"Butanoic acid, 2-methyl-, ethyl ester",0,0.0377142933333333,0,0,0,0,0.0226281666666667,0
"Butanoic acid, 2-methyl-, methyl ester",0,0,0,0,0,0.00187640633333333,0,0
"Butanoic acid, 3-hydroxy-, ethyl ester",0,0.00289896933333333,0,0,0,0,0,0
"Butanoic acid, 3-methyl-",11936110.3333333,0.0391297833333333,0,0.00514051406666667,0.0785613632666667,0,0,0.0121983360666667
"Butanoic acid, 3-methyl-, ethyl ester",0,0,0,0,0,0,0.009175056,0
"Butanoic acid, methyl ester",0,0,0,0,0.0194492302333333,0,0,0
"Butylated Hydroxytoluene",0,0,0.122750729333333,0.0148887831333333,0,0,0,0
"Carbamic acid, N-[1,1-bis(trifluoromethyl)ethyl]-, 4-(1,1,3,3-tetramethylbutyl)phenyl ester",2544924.66666667,0.017878724,0.072437531,0.0052726658,0,0,0,0
"Carbohydrazide",0,0,0,0,0,0,0,0.0154877517666667
"Carbon disulfide",0,0,1.30928090733333,0,0,0,0,0
"Carbon Tetrachloride",0,0,0,0,0,0,0,0.0550100085
"Carbonic acid, 2-ethoxyethyl 2-methoxyethyl ester",0,0,0.0476129113333333,0,0,0,0,0
"Carbonic acid, dimethyl ester",0,0,0.168582183666667,0,0,0,0,0
"Carbonic acid, octadecyl vinyl ester",0,0,0,0,0,0,0,0.0103980639
"Carbonic acid, octyl phenyl ester",0,0,0,0,0,1.7803367185,0,0
"Carbonyl sulfide",0,0,0.221752042666667,0,0,0,0,0
"Carvone",0,0,0,0,0,0.00486477,0,0
"Chloroxylenol",0,0,0,0,0,0,0.04551499,0
"Cyclobuta[1,2:3,4]dicyclopentene, 1,3a,3b,4,6a,6b-hexahydro-",0,0,0,0,0,0,0,0.0083165221
"Cyclobutane, (1-methylethylidene)-",0,0,0.0796615843333333,0,0,0,0,0
"Cyclobutanol",0,0,0,0,0.08300446744,0,0,0
"Cyclobutylamine",0,0,0,0.018436343,0,0,0,0
"Cyclohexane, 1-ethyl-2-methyl-",0,0,0,0,0.0187607763666667,0.010261139,0,0
"Cyclohexane, 1-methyl-2-propyl-",0,0,0,0,0,0.00840408533333333,0,0
"Cyclohexane, 1-methylene-4-(1-methylethenyl)-",0,0,0,0,0,0,0.0269202306666667,0
"Cyclohexane, ethyl-",0,0,0.514121185666667,0,0,0,0,0
"Cyclohexane, methyl-",0,0.0808663833333333,0,0,0,0,0,0
"Cyclohexanol",945726.666666667,0,0,0.00479685266666667,0,0,0,0
"Cyclohexanol, 4-(1,1-dimethylethyl)-",9320516.33333333,0,0,0,0,0.02474995,0,0
"Cyclohexanol, 4-(1,1-dimethylethyl)-, cis-",4517054.66666667,0,0,0,0,0,0,0
"Cyclohexene, 1-methyl-",0,0,0,0,0,1.02989401666667,0,0
"Cyclohexene, 1-methyl-4-(1-methylethylidene)-",0,0,0,0,0.0137318227666667,0.169224733333333,0,0
"Cyclooctane, 1,2-diethyl-",0,0.08092865,0.861746977,0,0,0,0,0
"Cyclooctane, 1,2-dimethyl-",3873462,0,0,0,0,0,0,0
"Cyclopentane, 1-hexyl-3-methyl-",0,0.0370389566666667,0,0.0775396502,0,0,0,0
"Cyclopentane, 1-methyl-3-(2-methylpropyl)-",0,0,0.612415429,0,0,0,0,0.0213882960666667
"Cyclopentane, 1,2,4-trimethyl-",0,0,0,0,0,0,0.00370064133333333,0
"Cyclopentane, ethyl-",3210341.33333333,0,0.178226403333333,0,0,0,0,0
"Cyclopentanone, 2-methyl-",0,0,0,0,0,0,0.0212527966666667,0
"Cyclopentene",0,0,0,0.0118299672333333,0,0,0,0
"Cyclopropane, 1,1-dimethyl-",0,0,0,0,0,0,0.020653577,0
"D-Limonene",0,0.451864796666667,0,0,0,0,0,0
"Decane",0,0,0,0.640536948266667,0,0,0.159869966666667,0.372237764633333
"Decane, 2,2-dimethyl-",0,0.462585066666667,0,0,0,0,0,0
"Decane, 2,2,9-trimethyl-",0,0,4.64082644566667,0,0.325787624766667,0,0,0
"Decane, 2,5,9-trimethyl-",0,0,3.08951115733333,0,0,0,0,0
"Decane, 2,6,7-trimethyl-",0,0,0,0,0,0,0,0.355752108633333
"Decane, 3,7-dimethyl-",0,0.5326856,0,0.8928199843,0,0.0403309166666667,0,0
"Decane, 5-methyl-6-methylene-",0,0,3.989590994,0,0,0,0,0
"Decanoic acid, ethyl ester",0,0.0110854356666667,0,0,0,0,0,0
"Di(1,2,5-oxadiazolo)[3,4-b:3,4-E]pyrazine, 4,8-diacetyl-",0,0,0,0.107407946833333,0,0,0,0
"Diacetyl sulphide",0,0,0,0,0.631566068023333,0,0,0
"Dibenzofuran",0,0.00307372833333333,0.034449938,0,0,0,0,0
"Dibutyl phthalate",11711661.6666667,0,0,0,0,0,0,0
"Diethyl fumarate",0,0,0,0.0124078903333333,0,0,0,0
"Diethyl malonate",0,0,0.393357786666667,0,0,0,0,0
"Diethyl Phthalate",0,0,0,0,0,0,0,0.00367653883333333
"Difluorochloromethane",0,0.0112296016666667,0,0,0,0,0.144209116666667,0
"Diisopropyl ether",0,0,0,0,0,0,0.2075084,0
"Dimethyl ether",0,0,0,0.00746348730333333,0,0,0,0
"Dimethyl sulfide",0,0,2.74523713233333,0,0.3547552458,0.0370198233333333,0,0
"Diphenyl ether",881197.666666667,0,0.0539667123333333,0.00424843006666667,0,0,0,0.00243161366666667
"Disulfide, dimethyl",56085283,0,0.692594043,0,0,0,0.0172261333333333,0
"dl-Alanyl-dl-leucine",2234873.66666667,0,0,0,0,0,0,0.0121543515333333
"dl-Phenylephrine",2166560,0,0,0,0,0,0,0
"Dodecane",0,0,9.431410287,1.33637802136667,0,0.151684273666667,0,0
"Dodecane, 2,6,10-trimethyl-",0,0.309129433333333,2.68366369133333,0,0,0,0,0
"Dodecane, 2,6,11-trimethyl-",27123796,0.15530987,0,0,0.186262634933333,0.0232437083333333,0,0
"Dodecane, 2,7,10-trimethyl-",0,0.360252316666667,0,0.4612247303,0.199833303933333,0,0,0
"Dodecanoic acid, ethyl ester",2215515.66666667,0.01275568,0,0,0,0,0,0
"Dotriacontane",0,0,0,0,0,0,0.0761073833333333,0
"Eicosane",0,0,0,0,0,0,0.409589733333333,0
"endo-Borneol",0,0,0,0,0,0.277370366666667,0,0
"Erythro-3-bromo-2-pentanol",0,0,0,0,0,0,0.6770698902,0
"Estrone, benzoate",0,0,0,0.0013268974,0,0,0,0
"Ethane, 1,1-diethoxy-",0,0.583690766666667,0,0,0,0,0,0
"Ethane, 1,1,2-trichloro-1,2,2-trifluoro-",0,0,0.58366172,0,0,0,0,0
"Ethane, 1,2-dichloro-",0,0.004865986,0,0,0,0,0,0
"Ethane, iodo-",0,0.0763173123333333,0,0,0,0,0,0
"Ethane, nitro-",1415953.33333333,0,0,0.00304027523333333,0,0,0.0124067366666667,0
"Ethanol",0,0,0,2.0165268653,0,0,0,0
"Ethanol, 2-(2-butoxyethoxy)-",0,0,1.118565701,0,0,0,0,0
"Ethanol, 2-(2-ethoxyethoxy)-",0,0.0549908766666667,0,0,0,0,0,0.0139434179666667
"Ethanol, 2-methoxy-",0,0,0,0,0,0,0.465960666666667,0.00588815303333333
"Ethanol, 2-phenoxy-",0,0.0357869733333333,0,0.00619786736666667,0.0947417877,0,0,0
"Ethanol, 2-propoxy-",0,0,0,0,0,0,0,0.0064962024
"Ethanol, 2,2,2-trifluoro-",0,0,0,0,0.0302627479,0.03664104,0,0
"Ethanol, 2,2'-oxybis-",9849534,0,0.528177176333333,0.0312969716333333,0,0,0,0
"Ethanone, 1-(2-methylphenyl)-",0,0.007530861,0,0,0,0,0,0
"Ethanone, 1-(4-methylphenyl)-",0,0.0175075423333333,0,0,0,0,0,0
"Ethanone, 1-(5-ethyl-2-hydroxy-4-methoxyphenyl)-2-(3,4-methylenedioxyphenyl)-",0,0.0002128803,0,0,0,0,0,0
"Ethene, ethoxy-",0,0.173630373333333,0,0,0,0,0.0977845633333333,0
"Ethyl 2-chloro-3,3,3-trifluoro-2-propionamidopropionate",0,0.394721133333333,0,0,0,0,0,0
"Ethyl 3-(6-methoxy-3-methyl-2-benzofuranyl)-3-(p-methoxyphenyl)propionate",47049.3333333333,0,0,0,0,0,0,0
"Ethyl Acetate",0,0.738214433333333,0,0,0,0,0.685217766666667,0
"Ethyl formate",0,0,0.565831757,0,0,0,0,0
"Ethyl-1-propenyl ether",0,0.0386802166666667,0,0,0,0,0.0828711733333333,0
"Ethylamine, 2-((p-bromo-α-methyl-α-phenylbenzyl)oxy)-N,N-dimethyl-",0,0,0,0,0,0,0.0290602156666667,0.01538197234
"Ethylbenzene",0,0,0,0,0,0.0561450766666667,0,0
"Ethylenimine",0,0,0,0.00158807153333333,0,0,0,0
"Ethyne, fluoro-",0,0.206192091,0,0,0.0468768429,0.00114769368,0,0.0127142607
"Etilefrine",0,0,0,0,0,0,0,0.00110488883333333
"Eucalyptol",0,0,1.759189964,0,0,0,0,0
"Fluorodichloromethane",0,0,0,0,0,0,0,0.00838640396666667
"Formamide, N,N-dibutyl-",0,0,0,0.00614319476666667,0,0,0,0
"Formamide, N,N-dimethyl-",0,0,0,0,0,0.00342845133333333,0.03745337,0
"Formic acid, 1-methylethyl ester",0,0.258287133333333,0,0,0,0,0,0
"Formic acid, butyl ester",0,0,0,0,0,0,0,0.00567648163333333
"Furan, 2-ethyl-",4244626,0,0,0,0,0,0,0
"Furan, 2-pentyl-",0,0,0,0,0,0,0.325511166666667,0
"Furan, 2,5-dimethyl-",0,0,0,0,0,0,0,0.0696336795333333
"Furan, 3-methyl-",8209043.66666667,0,0,0,0,0,0,0.0802218885333333
"Furan, 3-phenyl-",181274.333333333,0,0,0,0,0,0,0
"Glycine, ethyl ester",0,0,0,0.000769359233333333,0,0,0.0309803944,0
"Glycolaldehyde dimer",0,0,0.192266216,0,0,0,0,0
"Heneicosane",0,0,0.163552623333333,0,0,0,0,0
"Heneicosane, 11-(2,2-dimethylpropyl)-",9979305,0,0,0.1356287628,0,0,0,0
"Heptacosane",0,0,0,0.0188108472666667,0,0,0.04146907,0
"Heptadecane",10774623.3333333,0.0127149153333333,1.898679447,0,0,0,0,0
"Heptane, 2-methyl-",0,0,0,0,0,0.005159042,0,0
"Heptane, 2,2,4-trimethyl-",0,0,0,0.3285077323,0.0708846467333333,0,0,0.00817567506666667
"Heptane, 2,2,4,6,6-pentamethyl-",24937368.6666667,0,8.48463840133333,1.05124204713333,0,0,0,0.402397436433333
"Heptane, 2,3-dimethyl-",0,0,0,0.0160446040333333,0,0,0,0
"Heptane, 2,4-dimethyl-",0,0,1.00833534066667,0,0.0209968104666667,0,0.0455041833333333,0.0196045526333333
"Heptane, 2,5-dimethyl-",0,0,0,0,0.0206720995333333,0,0,0
"Heptane, 3-ethyl-2-methyl-",0,0,0,0,0,0.008413867,0,0
"Heptane, 3-methyl-",0,0,0,0,0,0,0,0.0300555126
"Heptane, 5-ethyl-2,2,3-trimethyl-",38113606.3333333,0,0,0,0,0,0,0
"Heptane, hexadecafluoro-",0,0,0,0.00360595436666667,0,0,0,0.0963371924333333
"Heptanoic acid, ethyl ester",0,0.1325541,0,0,0,0.0438579166666667,0.0574738333333333,0
"Hexadecane",0,0,0,0,0.221303514266667,0,0,0
"Hexanal, 2-ethyl-",0,0,0.177145668,0,0,0,0,0
"Hexane, 2-methyl-",0,0.177486666666667,0,0,0,0,0,0
"Hexane, 2,2,3-trimethyl-",0,2.200748,0,0,0,0,0,0
"Hexane, 2,3,5-trimethyl-",0,0,1.61985656466667,0.269172324633333,0.0425636405666667,0,0,0.0285825101333333
"Hexane, 2,4-dimethyl-",0,0,0,0,0,0,0.0164815396666667,0
"Hexane, 3-ethyl-",0,0,0,0,0,0.00670206433333333,0,0
"Hexane, 3-methyl-4-methylene-",0,0,0,0,0.00702366493333333,0,0,0
"Hexane, 3,3-dimethyl-",0,0,0,0,0,0,0,0.501163369066667
"Hexanenitrile",0,0,0,0,0,0,0.0146437433333333,0
"Hexanoic acid",0,0.13991544,0,0,0,0,0,0
"Hexanoic acid, 2-ethyl-",0,0,0,0.0019429943,0,0.000802628366666667,0,0
"Hexanoic acid, methyl ester",0,0.109371353333333,0,0,0,0,0.0375654033333333,0
"Hexatriacontane",0,0,0.357713083666667,0,0,0,0,0
"Homosalate",705093,0,0,0,0,0,0,0
"Hydrazine, methyl-",0,1.196530345,0,0,0,0,0.742734033333333,0
"Hydrazinecarboxamide",0,0,0,0,0.0305196124,0,0,0
"Hydrogen azide",1225669,0.100767137666667,0,0,0,0,0.009389438,0
"Hydrogen isocyanate",0,0,0,0,0.0264809837666667,0,0.092690628,0
"Hydroxymethyl 2-hydroxy-2-methylpropionate",0,0,0,0.0006602987,0.0006400869,0,0,0
"Indan, 1-methyl-",1352036.66666667,0,0.237995576,0,0.0103824816333333,0.003192235,0,0
"Isophorone",0,0,0.833026500333333,0,0.405935927866667,0,0,0
"Isopropyl acetate",0,0,0.128405508,0,0,0,0.131308933333333,0
"Isopropyl butyrate",0,0.00569466966666667,0,0,0,0,0,0
"Isopropyl pyruvate",0,0,0.944098124833333,0,0,0,0,0
"L-(+)-Threose, aldononitrile, triacetate",0,0,0.00911203466666667,0,0,0,0,0
"L-Alanine, methyl ester",0,0.00944858933333333,0,0,0,0,0,0
"L-Lactic acid",1690646.33333333,0,0,0,0,0,0,0.172286168433333
"Linalool",1102817.66666667,0,0,0,0.0215985907333333,0,0,0
"Longifolene",0,0,0,0,0,0.00743530366666667,0,0
"Methane, dibromo-",0,0,0,0,0,0,0,0.00104562286666667
"Methane, diethoxy-",0,0.2617534,0,0,0,0,0.160706366666667,0
"Methane, diiodo-",0,0,0.126133571333333,0,0,0,0,0
"Methane, isocyanato-",0,0.370554,0,0.927721895166667,0,0,0,0.00721483566666667
"Methane, isopropoxyphenoxy-",0,0.0191800733333333,0,0,0,0.0406169866666667,0,0
"Methane, tribromo-",403886.333333333,0,0,0,0,0,0,0.00176301973333333
"Methanesulfonic anhydride",0,0,0.555542129333333,0,0,0,0,0
"Methenamine",0,0.0706132633333333,0,0,0.0580826141666667,0,0,0
"Methoxyacetic acid, 2-ethylhexyl ester",0,0,0,0.0792563749,0,0,0,0
"Methoxyacetyl chloride",5643629.33333333,0,0,0,0,0,1.24841505866667,0
"Methyl anthranilate",1143026.66666667,0.0175866233333333,2.74806489666667,0.0270196808666667,0,0,0,0
"Methyl glyoxal",0,0,0,0,0,0,0.0281105996666667,0
"Methyl Isobutyl Ketone",0,0,0,0,0,0.00343855666666667,0,0.0155577406666667
"Methyl isocyanide",0,0,0,0,0,0,0,0.8769865042
"Methyl thiolacetate",4671355,0,0,0,0,0,0,0
"Methylamine",0,0.00019512597,0,0,0,0,0,0.0241437618933333
"Methylene chloride",0,0,0,0,0,0,0,0.0423695441333333
"Methyltartronic acid",769117.333333333,0,0,0,0,0,0,0
"Monoethanolamine",0,0.0129005674666667,0,0,0,0,0,0
"n-Butyl ether",0,0,0,0,0,0.00859666066666667,0,0
"n-Decanoic acid",0,0,0,0.00753259033333333,0,0,0,0
"n-Hexane",49494099.6666667,0,0,0.0966308525333333,0,0,0,0.0707257592333333
"N-Methyltaurine",0,0,0,0,0.0229378674,0,0,0
"n-Propyl acetate",0,0,0,0.0698321489,0,0,0.327845833333333,0
"N,N-Dimethylacetamide",0,0,0.178967062,0,0.00633172303333333,0,0,0
"N,N,O-Triacetylhydroxylamine",0,0.324728642666667,0,0,0,0,0,0.951810353766667
"Naphthalene",0,0,0,0,0,0,0.217020366666667,0
"Naphthalene, 1-methyl-",0,0,0,0,0,0,0.0102399713333333,0
"Naphthalene, 1,2,3,4-tetrahydro-",1188687,0,0,0.0076990835,0,0,0,0.0157714700333333
"Naphthalene, 1,2,3,4-tetrahydro-1-methyl-",0,0,0.0298820416666667,0,0,0,0,0
"Naphthalene, 1,2,3,4-tetrahydro-1,5-dimethyl-",0,0,0,0,0,0,0,0.00255924003333333
"Naphthalene, 1,2,3,4-tetrahydro-1,6,8-trimethyl-",0,0,0,0,0.00240459193333333,0,0,0
"Naphthalene, 1,2,3,4-tetrahydro-2-methyl-",645691.666666667,0,0.040911318,0.0052473025,0,0,0,0.0031935662
"Naphthalene, 1,2,3,4-tetrahydro-2,6-dimethyl-",0,0,0,0,0,0,0,0.00255784673333333
"Naphthalene, 1,2,3,4-tetrahydro-5-methyl-",0,0,0.0923838886666667,0,0,0,0,0
"Naphthalene, 1,4-dimethyl-",0,0,0,0.00390661796666667,0,0,0,0
"Naphthalene, 1,7-dimethyl-",0,0,0.0488542756666667,0,0,0,0,0
"Naphthalene, decahydro-, trans-",4074911,0,0,0,0,0.03166244,0,0
"Neopentyl glycol",0,0,0,0,0,0.00146989866666667,0,0
"Nitric oxide",0,0.281644353666667,0,0,0,0,0,0
"Nitrous acid",0,0,0.0523423593333333,0,0,0,0,0
"Nitrous oxide",0,0,0,0,0,0,0,0.0105227062666667
"Nonane",0,0,0,0,0.100462068133333,0,0,0
"Nonane, 2,6-dimethyl-",0,0,0,0,0,0,0,0.0097699972
"Nonane, 4,5-dimethyl-",0,0,0,0,0.0927840848,0,0,0
"Nonanoic acid",0,0,0,0.0104248874,0,0,0,0
"o-Anisic acid, tridec-2-ynyl ester",0,0,0,0.00405312016666667,0,0,0,0
"Octadecane",0,0,0.504259046333333,0,0,0,0.0596590533333333,0.0612068812666667
"Octadecane, 6-methyl-",0,0,0.899955894666667,0,0,0,0,0
"Octanal",0,0.2008492,0,0,0,0,0,0
"Octanal, 2-(phenylmethylene)-",0,0.00675324266666667,0,0.00238644333333333,0,0,0,0
"Octane, 2,2,6-trimethyl-",33451351,1.1171401,0,0.715706628333333,0,0.0696007133333333,0.0831608033333333,0.3340175561
"Octane, 2,3,6,7-tetramethyl-",0,0,1.694284661,0.193269182066667,0.0384115169666667,0,0.02284592,0
"Octane, 2,4,6-trimethyl-",0,0,7.58672085733333,0.512281490166667,0,0,0,0
"Octane, 2,5,6-trimethyl-",0,0.656687866666667,0,0,0.2795567854,0,0,0.2605335293
"Octane, 2,6-dimethyl-",0,0,0,0,0,0.07231557,0,0.618722491966667
"Octane, 2,7-dimethyl-",0,0,0,0,0,0,0,0.00821069793333333
"Octane, 3,3-dimethyl-",0,0,0,0.233041974566667,0,0,0,0
"Octane, 4-ethyl-",20798792.3333333,0,1.40547758066667,0,0.040833714,0,0,0
"Octanoic acid",0,0,0,0.0124367531333333,0,0,0,0
"Octanoic acid, ethyl ester",0,0.153274433333333,0,0,0,0.143384266666667,0.10333039,0
"Oleic Acid",0,0,0,0.0137270494666667,0,0,0,0
"Oxirane, 2-methyl-2-(1-methylethyl)-",0,0,0,0,0,0.01586615,0,0
"p-Anisic acid, tridec-2-ynyl ester",0,0,0,0,0.00210457289,0,0,0
"p-Cresol",0,0,0,0,0,0.006720781,0.0033909598,0.00382649796666667
"p-Cymene",21077398,0,0,0,0,0,0,0
"Pentadecane",0,0.266191333333333,0,0,0.174535963533333,0,0,0
"Pentadecane, 5-methyl-",0,0,1.42935124633333,0,0,0,0,0
"Pentane",0,0,0,0.243670651866667,0,0,0,0
"Pentane, 2,3,3-trimethyl-",0,0,0,0,0.132093647066667,0,0,0.0507398832333333
"Pentane, 2,3,4-trimethyl-",0,0,0,0,0.115642779866667,0,0,0.0308444805
"Pentane, 3-ethyl-2,2-dimethyl-",0,0,0,0,0,0,0.0164168366666667,0
"Pentane, 3,3-dimethyl-",0,0,0.255738954666667,0,0,0,0.02634868,0
"Pentanoic acid",0,0.0564220266666667,0,0.00633593713333333,0,0,0,0
"Pentanoic acid, ethyl ester",0,0.174921133333333,0,0,0,0.007595516,0.0561389433333333,0
"Perfluorooctane",0,0,0,0.00215658076666667,0,0,0,0.0323923509
"Phenol, 2-(1,1-dimethylethyl)-4-(1,1,3,3-tetramethylbutyl)-",0,0,0,0.0022575118,0,0,0,0.00154741126666667
"phenol, 2-(1,1,3,3-tetramethylbutyl)-",0,0,0,0,0,0.01792543,0,0.0151173521666667
"Phenol, 2-methyl-",0,0,0.016742416,0,0,0,0,0
"Phenol, 2-nitro-",0,0.00157447266666667,0,0,0,0,0,0
"Phenol, 2,4-bis(1,1-dimethylpropyl)-",1059059.33333333,0,0,0.0630904124,0,0,0.00632574933333333,0.0354058052666667
"Phenol, 2,6-bis(1,1-dimethylethyl)-4-ethyl-",0,0,0,0.0281136913333333,0,0,0,0
"Phenol, 3-fluoro-",0,0,0,0,0,0.00282493466666667,0,0
"Phenol, 4-(1,1-dimethylpropyl)-",0,0,0,0,0.0817358679333333,0.0162649733333333,0.176455,0
"Phenol, 4-chloro-3-methyl-",0,0,0,0,0,0,0.02644932,0
"Phenol, 4-ethyl-",269954.333333333,0,0,0,0,0,0,0
"Phenol, p-tert-butyl-",0,0,0.0708739,0,0,0.001780267,0.002871286,0
"Phenylephrine",0,0,0.630619931666667,0,0,0,0,0
"Phenylethyl Alcohol",0,0,0,0.00394149306666667,0,0.003015745,0,0.0018937803
"Phthalic acid, 2-isopropylphenyl methyl ester",0,0,0,0,0,0.00220522533333333,0,0
"Phthalic acid, 8-chlorooctyl decyl ester",0,0.0005431523,0,0,0,0,0,0
"Pregna-5,9(11)-dien-20-ol-3-one ethylene ketal",0,0,0.00175071333333333,0,0,0,0,0
"Prenol",0,0,0,0,0.0067283559,0,0,0
"Propanal",0,0.178789966666667,0,0,0,0.145498853333333,0,0
"Propane, 1,1,3,3-tetramethoxy-",0,0,0,0,0,0,0.0991010513333333,0
"Propane, 1,2-dichloro-",0,0,0.018206245,0,0,0,0,0
"Propane, 2-(ethenyloxy)-",0,0.03843948,0,0,0,0,0,0
"Propane, 2-nitro-",0,0,0,0,0,0,0.173655217,0
"Propanenitrile, 2,2'-azobis[2-methyl-",0,0,0.0634971643333333,0,0.0018235127,0,0,0.00369909756666667
"Propanenitrile, 3-(dimethylamino)-",0,0,0.106997612333333,0.0134467713,0,0,0,0
"Propanoic acid",0,0,0,0,0,0,0,0.0388197787666667
"Propanoic acid, 2-hydroxy-, ethyl ester, (L)-",0,0.0238405333333333,0,0,0,0,0,0
"Propanoic acid, 2-hydroxy-, propyl ester",0,0,0.0633388906666667,0,0,0,0.0893910756666667,0.7249683401
"Propanoic acid, 2-hydroxy-2-methyl-",0,0,0,0.00378141866666667,0,0,0,0
"Propanoic acid, 2-methyl-",0,0.0409654133333333,0,0.00958308813333333,0,0,0,0
"Propanoic acid, 2-methyl-, ethyl ester",5684069.33333333,0.1791454,0,0,0,0.0103315193333333,0.0838986633333333,0
"Propanoic acid, 2-oxo-",0,0,0,0.00797145753333333,0,0,0,0
"Propanoic acid, 2-oxo-, ethyl ester",0,0,0,0,0,0,0.00818527033333333,0
"Propanoic acid, 2-oxo-, methyl ester",0,0,0.0149890456666667,0.0054937025,0,0,0,0.00153882766666667
"Propanoic acid, 2,2-dimethyl-",0,0.0289513,0,0,0,0.011695979,0.00636875566666667,0
"Propanoic acid, 3-amino-2-methyl-",0,0,0.00496883766666667,0,0,0,0,0.00478257803333333
"Propanoic acid, anhydride",0,0,0,0.01047083324,0,0,0,0
"Propanoic acid, butyl ester",0,0,0,0,0,0,0,0.0730976292
"Propanoic acid, ethyl ester",60240868.3333333,0.465117933333333,0,0,0,0,0,0
"Propanoyl fluoride, 2,3,3,3-tetrafluoro-2-[1,1,2,3,3,3-hexafluoro-2-(heptafluoropropoxy)propoxy]-",0,0,0,0,0.0294885522,0.01518834,0.130170143333333,0
"Propofol",0,0,1.22228849733333,0,0,0,0,0
"Propylene Glycol",0,0.5326788,10.331779395,0.087264086,0,0,0.582498973333333,0
"Pyrazine, 2,5-dimethyl-",1933248.66666667,0.0123450896666667,0,0,0.011577513,0,0,0
"Pyrazine, methyl-",3414476.66666667,0.006675431,0,0,0.0047489788,0,0.014862525,0
"Pyridine",0,0,0,0,0,0.00492142533333333,0.03234411,0.0915269665666667
"Pyridine, 3-ethenyl-",758451.333333333,0,0,0,0,0,0,0
"Pyridine, 3-methyl-",3475018.66666667,0,0,0,0,0,0,0
"Sevoflurane",0,0,0,0,0.0284677269,0,0,0
"Spiro[2.3]hexan-5-one, 4,4-diethyl-",0,0.156483466666667,0,0,0,0,0,0
"Spiro[3.6]deca-5,7-dien-1-one,5,9,9-trimethyl",0,0,0.198221492,0,0,0,0,0.0260228434666667
"Sulfur dioxide",0,0.044423178,0,0,0,0,0,0
"Sulfurous acid, butyl decyl ester",0,0,0,0,0,0,0.0690992066666667,0
"Sulfurous acid, butyl dodecyl ester",0,0,0,0,0,0,0,0.155770199866667
"Terephthalic acid, propyl tridec-2-yn-1-yl ester",301690,0,0,0,0,0,0,0
"Tetrachloroethylene",3267459.33333333,0,0.545340555,0,0,0,0,0
"Tetracosane",0,0,0,0,0,0,0.1596183,0
"Tetradecane",0,0,0,0,0,0,0.058581079,0
"Tetradecane, 1-iodo-",0,0.0697520166666667,0,0,0,0,0,0
"Tetrafluoromethane",0,8.46446833333333e-05,0,0,0,0,0,0
"Tetrahydrofuran",0,0.1311328,0,0,0,0,0,0
"Thiazole",0,0,0,0,0,0,0.00186540033333333,0
"trans-1,3-Diethylcyclopentane",0,0,0.370251014,0,0,0,0,0
"Triacetin",0,0,0.479350515666667,0,0,0,0,0
"Trichloroethylene",827465.333333333,0,0,0,0,0,0.00313157033333333,0
"Trichloromethane",0,0,0,0.129350265866667,0,0,0,0
"Tridecane, 2,5-dimethyl-",0,0,0,0,0,0,0,0.1903322934
"Tridecane, 3-methylene-",11210368,0,0,0,0,0,0,0
"Tridecane, 5-methyl-",0,0.324252333333333,0,0,0,0,0,0
"Trifluoromethanesulfonic anhydride",0,0,0,0,0,0,4.40105333333333e-05,0.00158303316666667
"Tuaminoheptane",0,0,0.0288701306666667,0,0,0,0,0
