"","D1","D2_d0","D2_d1","D2_d2","D2_d3","D2_d4","D3_d0","D3_d2","D3_d3","D3_d4","D4_d0","D4_d1","D4_d3","D6_d0","D6_d1","D6_d2","D6_d3","D6_d4","D6_d5","D7_d0","D7_d1","D7_d2","D7_d4","D7_d5","D8_d0","D8_d1","D8_d2","D8_d3","D8_d4","D8_d5","D9_d0","D9_d1","D9_d2","D9_d3","D9_d4","D9_d5"
"1,2-Ethanediamine, N,N,N'-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090058166,0,0,0,0,0,0,0,0,0,0,0,0.001734224
"1,2-Ethanediamine, N,N'-diethyl-N,N'-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007915069,0,0,0,0,0,0,0
"1,2-Ethanediamine, N'-ethyl-N,N-dimethyl-",0,0,0,0,0,0.0325474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000950389866666667,0.0372169048333333,0.02643639,0,0,0,0,0,0,0.0002019403
"1,2-Ethanediol",0,0,0,0,0,0.06827575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034502264,0,0.0299347287333333,0,0,0.0276917161,0,0,0,0,0,0,0,0,0,0,0
"1,2-Ethanediol, 1,2-diphenyl-, [R-(R*,R*)]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000475535133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000673996133333333,0,0,0
"1,2-Ethanediol, monoformate",0,0,0,0,0,0.008664428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009595074,0,0,0,0,0,0,0
"1,2,3-Trifluoro-4-trifluoromethylbenzene",0,0,0,0,0,0.05925757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107563025,0,0,0,0.0227264040333333,0,0,0,0,0.08596616,0.0191836,0,0,0,0,0,0
"1,2,4-Trifluorobenzene",0,0,0,0,0,0,24396368.6666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2,4,4-Tetramethylcyclopentene",0,0,0,0,0,0.0005642754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2,4,5-Tetrazin-3-amine, 6-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02398117,0,0,0,0,0,0
"1,2,4,5-Tetroxane, 3,3,6,6-tetramethyl-",0,0,0,0.017187831975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,2,5-Thiadiazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000822134866666667,0,0,0,0,0.002927385,0,0,0,0,0,0,0.0003320106
"1,2(4H)-Oxazine-3-ol, 5,6-dihydro-6-oxo-, benzoate",0,0,0,0,0,0.000195298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Benzenediol, o-(2-furoyl)-o'-(2-methoxybenzoyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004727921,0,0,0,0,0,0
"1,3-Benzenediol, o-(4-butylbenzoyl)-o'-propargyloxycarbonyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005499213
"1,3-Benzenediol, o-(4-methylbenzoyl)-o'-(2-methoxybenzoyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005993322,0,0,0,0,0,0,0
"1,3-Benzenediol, o-methoxycarbonyl-o'-(2-methoxybenzoyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000423854,0.000769297166666667,0,0,0,0,0,0,0,0.0003143347,0,0,0,0,0,0,0
"1,3-Benzenediol, O,O'-di(2-methoxybenzoyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002476097,0,0,0,0,0,0
"1,3-Benzodioxol-2-one",0,0,0,0,0,0.0001879557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Benzodioxole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001378154,0,0,0,0,0,0,0
"1,3-Benzodioxole-5-carboxamide, N-(3-trifluotomethylphenyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002883823,0,0,0,0,0,0,0
"1,3-Butadiene, 1,1,2,3,4,4-hexachloro-",0,0,0,0,0,0,0,0,0,0,0,0.000181825333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Butadiyne",0,0,0,0,0,0,0,0,0,0,0,0,0.00366764523333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512089733333333,0,0.001254085
"1,3-Cyclohexadiene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00101250005,0,0,0,0,0,0,0,0,0,0,0
"1,3-Diazine",0,0,0,0,0,0.002109235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0047641144,0,0,0,0,0.007874349,0,0,0,0,0,0,0
"1,3-Dioxolane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0329950109666667,0,0,0,0,0,0,0,0,0,0,0.03085604,0,0,0,0.0134728297333333,0,0,0
"1,3-Dioxolane-2-methanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001271514,0,0,0,0,0,0,0
"1,3-Dioxolane, 2-(1-bromoethyl)-",0,0,0,0,0,0.001369662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Dioxolane, 2-(1-phenylethyl)-",0,0,0,0,0,0.00039784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3-Dioxolane, 2-heptyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004645389,0,0,0,0,0,0
"1,3-Dioxolane, 2-hexyl-",0,0,0,0,0,0.000114729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.425112e-05,0.0001353154,0,0,0,0,0,0
"1,3-Dioxolane, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0468035301,0,0.03529334,0,0,0,0,0.023754895,0.0234447
"1,3-Dioxolane, 2-pentadecyl-",0,0,0,0,0,0.0004230448,0,0,0,0,0,0,0.000412887433333333,0,0,0,0,0,0,0,0,0,0.000285067866666667,0,0,0,0,0,0.0004104488,0,0,0,0,0,0,0
"1,3-Dioxolane, 2-propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001035226,0,0,0,0,0,0.0001123598
"1,3-Octadiene",0,0,0,0,0,0,18628138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00633268953333333,0,0,0
"1,3-Pentadiene",0,0,0,0,0,0.1180317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1107152,0,0,0,0,0,0,0
"1,3,4-Oxadiazole-2(3H)-thione, 3-(4-morpholylmethyl)-5-phenoxymethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012395168,0,0,0,0,0,0,0,0,0,0,0,0
"1,3,5-Triazine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00264075846666667,0,0.282944081166667,0,0,0,0.0107928209333333,0.5916907,0,0,0,0,0,0,0.001192118
"1,3,5-Triazine, 2,4,6-triphenyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00116091123333333,0,0,0,0,0,0.000330210633333333,0,0,0,0,0.0002448917,0,0,0,0,0,0,0.0009020532
"1,3,5-Trifluorobenzene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264264931133333,0,0,0,0,0.3448694,0,0,0,0,0,0,0
"1,3,5-Trioxane",0.0115387682666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,3,5,7-Tetroxane",0,0,0,0,0,6.884752e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003213806,0,0,0,0,0,0
"1,3,6-Octatriene, 3,7-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01007135,0,0,0,0,0,0
"1,3,6-Trioxocane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390824836666667,0,0,0,0,0,0,0,0,0,0,0.02247901,0,0,0,0,0,0,0
"1,3,6-Trioxocane, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438666443333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-bis[2-(4-Methylphenyl)diazen-1-yl]piperazine",0.0051498135,0,0,0,0,0,0,0,0,0,0,0,0.0028983759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Cyclohex-2-enedione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005707827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Cyclohexadiene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034480985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Cyclohexadiene, 1-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009730636,0,0,0,0,0,0
"1,4-Dioxan-2-ol",0,0,0,0,0,0.009343209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Dioxane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06915681,0,0,0,0,0,0,0,0,0,0
"1,4-Dioxane, 2,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02325184,0,0,0,0,0,0,0
"1,4-Dioxin, 2,3-dihydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178430922666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Dioxin, 2,3-dihydro-5,6-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120281835,0,0,0,0,0,0,0,0,0,0,0
"1,4-Hexadiene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00098948215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1,4-Oxathiane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003480202,0,0,0,0,0,0,0
"1,4-Pentadien-3-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02935295,0,0,0,0,0,0
"1,5-Hexadiene, 3,3,4,4-tetrafluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008603317,0,0,0,0,0,0,0,0,0,0,0
"1,6-Octadien-3-ol, 3,7-dimethyl-, formate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00415272263333333,0,0,0,0,0.00146779,0,0,0,0,0,0,0.000991154
"10-Methylnonadecane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002290935
"12-Methylaminolauric acid",0,0,0,0,0,0.008409273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.418403e-05,0,0,0,0,0,0,0
"13-Methyltetradecanal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004391179,0,0,0,0,0,0
"15-Crown-5",0,0,0,0,0,0.0006238697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"15-Tetracosenoic acid, methyl ester",0.00719189736666667,0.0044086231,0,0,0.0064153403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17-Acetoxy-12-methoxy-5,6,11,18-trinaphthylenetetrone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003001727,0,0,0,0,0,0
"17-Pentatriacontene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010503083,0
"1H-1,2,3-Triazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.403698e-06,0,0,0,0,0,0
"1H-Benzimidazole, 1-(2-propenyl)-",0,0,0,0,0,0.0001220057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Benzotriazole",0,0,0,0,0,0.0007503679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Cycloprop[e]azulen-4-ol, decahydro-1,1,4,7-tetramethyl-, [1aR-(1aα,4β,4aβ,7α,7aβ,7bα)]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004347771,0,0,0,0,0,0
"1H-Cycloprop[e]azulene, 1a,2,3,5,6,7,7a,7b-octahydro-1,1,4,7-tetramethyl-, [1aR-(1aα,7α,7aβ,7bα)]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001019839
"1H-Imidazole-4-ethanamine, β-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157335653333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 1-ethylidene-",0,0,0,0,0,0.002363108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 1-ethylideneoctahydro-7a-methyl-, cis-",0,0,0,0,0,0,1098939.66666667,0,0,0,0.00573869326666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 2,3-dihydro-1,1,2,3,3-pentamethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001144999,0,0.000719680566666667,0,0,0,0,0
"1H-Indene, 2,3-dihydro-4-methyl-",0,0,0,0,0,0.0003794021,0,0,0,0,0,0,0,0,0,0,0,0,0.00198794446666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Indene, 2,3-dihydro-5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004170332
"1H-Pyrazole, 4,5-dihydro-5-propyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.84714933333333e-05,0,0,0,0,0,0,0.00212364830333333,0,0,0,0,0,0,4.991746e-05,0.000150483,0,0,0.00229915949,0,0,0
"1H-Pyrazolo[3,4-d]pyrimidin-4-amine",0,0,0,0,0,0.0001839014,325169.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00685243196666667,0,0,0,0,0,0,0.00166179710666667,0
"1H-Pyrrole, 1-butyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004385947,0.01422669,0,0,0,0,0,0
"1H-Pyrrole, 1-methyl-",0,0,0,0,0,0.001023325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140030638,0,0.01518636,0,0,0,0,0,0
"1H-Pyrrole, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0.0017709492,0.0146691386666667,0.00965149036666667,0,0,0,0,0.131625769733333,0,0,0,0,0,0.00721020716666667,0.016162865,0,0,0.00814119826666667,0,0.01961806,0,0.0108811896666667,0.0197622238333333,0,0.0191530373333333,0
"1H-Pyrrole, 2,5-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000416188366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001505869,0.0008687866,0,0,0,0,0,0
"1H-Pyrrole, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014053158,0.00020377391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Tetrazole",0,0,0,0,0,0.02380141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1H-Tetrazole-1,5-diamine",0,0,0,0,0,0.0005403166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00073303475,0,0,0,0,0,0,0,0,0,0,0
"2-(4-Benzyloxy-3-iodo-5-methoxy-benzylidene)-malononitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001142286
"2-(4-Iodo-phenyl)-4-(2-methoxy-benzylidene)-4H-oxazol-5-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037961885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-[p-Methoxybenzyloxy]-5-[p-anisyloxy]-6-methoxy-8-nitroquinoline",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.171949e-05,0,0,0,0,0,0,0
"2-Amino-1,3-propanediol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000141815
"2-Butanamine, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.00350884813333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006850595
"2-Butanamine, 3,3-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016463236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313142066666667,0,0,0,0,0.005085772
"2-Butanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03726443,0,0,0,0,0.0153202246666667,0.009435173
"2-Butanol, 3-chloro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003825486
"2-Butanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13630365,0.155845352366667,0,0,0.3672358,0.5932847,0,0,0,0,0,0
"2-Buten-1-ol",0,0,0,0,0,0.000824626,187402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butenal",0,0,0,0,0,0.003938662,0,0,0,0,0,0.00316831266666667,0,0,0,0,0,0,0,0,0,0,0,0.0011960709,0.00058292755,0,0,0.00152174886666667,0.001096887,0.001793087,0,0,0,0,0,0.001581536
"2-Butenal, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0.00256632706666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01145357,0.01261825,0,0,0,0,0,0.004628326
"2-Butenal, 3-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00569877276666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Butene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00773594,0.05360631,0,0,0,0,0,0
"2-Butene, 2-methyl-",0,0,0,0,0,0.02313002,4536700.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01985987,0,0,0,0,0,0,0
"2-Butene, 2,3-dimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006239085,0,0,0,0,0,0
"2-Chloroethanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823558,0,0,0.6526926793,0,0,0
"2-Chloropropionamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002679023,0,0,0,0,0,0.005545407
"2-Coumaranone",0.001484724,0,0,0,0,0.001579135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Cyano-2-O-fluorosulfatofluoropropane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002610792
"2-Cyclohexen-1-one",0,0,0,0,0.0052794531,0.003631584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Cyclopenten-1-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007178509,0,0,0,0,0,0,0
"2-Cyclopenten-1-one, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007333491,0,0,0,0,0,0,0
"2-Decanone",0,0,0,0,0,0.002622385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006113836,0,0,0.0149934308666667,0,0.0114333466666667,0
"2-Decen-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005773525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007849231
"2-Decenal",0,0,0,0.00268325475,0,0.00213382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006430205,0,0,0.0219481399,0,0,0
"2-Diethylamino-N-p-tolyl-acetamide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1490615,0,0,0,0,0,0,0
"2-Dodecene",0,0,0,0,0,0.001096495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006401305
"2-Ethyl-6-phenyl-1,3,4-thiadiazolo(3,2-a)(1,3,5)-triazine-5,7-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009850125,0,0,0,0,0,0,0
"2-Ethyl-oxetane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01710149,0,0,0,0,0,0,0
"2-Ethylacrolein",0,0,0,0,0,0.008682317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Ethylhexanal ethylene glycol acetal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00103426581666667,0,0,0,0,0,0,0,0,0.000503821333333333,0,0,0,0.0006492764,0,0,0,0,0,0
"2-Ethyltetrahydrofuran",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01050618,0,0,0,0,0,0,0
"2-Fluoro-3-(trifluoromethyl)phenol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001569859,0,0.00150244756666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Furancarbonitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000776360766666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Furancarboxaldehyde, 5-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007263184
"2-Furancarboxylic acid, hydrazide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001585782,0,0,0,0,0,0,0
"2-Heptanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001779958,0.004542979,0,0,0,0,0,0
"2-Heptanone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164940758666667,0,0,0,0,0,0,0,0,0.0120190748666667,0,0,0,0,0.02937898,0.03889653,0,0.0191745541333333,0,0,0,0
"2-Heptanone, 6-methyl-",0,0,0,0,0,0,4105481.66666667,0,0,0,0,0,0,0,0.00555580046666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00629118
"2-Heptenal",0,0,0.003547350425,0,0,0.0007263227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007852134,0.003539993,0,0,0,0,0,0
"2-Heptene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006916812,0,0,0.00616420863333333,0,0,0,0
"2-Heptene, 5-methyl-",0,0,0,0,0,0.002231614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2-Hexanamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004707354,0,0,0,0,0,0,0
"2-Hexanamine, 4-methyl-",0,0,0,0,0,0.002357202,0,0,0,15670656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030271134,0,0,0,0
"2-Hexanol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002721889,0,0,0,0,0,0,0
