"","D1","D2_d0","D2_d1","D2_d2","D2_d3","D2_d4","D3_d0","D3_d2","D3_d3","D3_d4","D4_d0","D4_d1","D4_d3","D6_d0","D6_d1","D6_d2","D6_d3","D6_d4","D6_d5","D7_d0","D7_d1","D7_d2","D7_d4","D7_d5","D8_d0","D8_d1","D8_d2","D8_d3","D8_d4","D8_d5","D9_d0","D9_d1","D9_d2","D9_d3","D9_d4","D9_d5"
"3-Buten-1-ol, 3-methyl-",0.000862745266666667,0,0,0,0.001839972025,0.0007289043,195569.666666667,0,0,0,0,0.000285984533333333,0,0,0,0,0,0,0,0,0,0,0,0.0038279893,0.0003504843,0,0,0.00145456666666667,0.006204132,0.0118391,0,0,0,0,0,0.001542222
"3-Buten-2-one, 3-methyl-",0,0,0,0,0,0.003242636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004995222,0,0,0,0,0,0
"3-Butenenitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001803799,0.003245245,0,0,0,0,0,0,0
"3-Carbethoxyamino-5-dimethylaminoacetyl-10,11(5H)-dihydrodibenz[b,f]azepine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005900584,0,0,0,0,0,0
"3-Cyclohexen-1-ol, acetate",0,0.00407122363333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Furaldehyde",0.00254778543333333,0,0,0,0.00274840215,0,0,0,0,0,0,0,0.00192984203333333,0,0,0,0,0,0,0.0011692948,0.0027032973,0.00185235971,0.00168948686666667,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Heptanone",0,0,0,0,0,0,0,0,0,0,0,0,0.00165012326666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Heptene, 2-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009579608,0,0,0,0,0,0,0
"3-Heptene, 4-ethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102630855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Hexanone, 2,5-dimethyl-4-nitro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06422709,0,0,0,0,0.02377682
"3-Hexen-1-ol",0,0,0,0,0,0,0,0,0,0,0.2645468192,0,0,0,0,0,0,0,0,0,0.0133312679,0,0,0.00766879486666667,0,0,0,0,0.002231264,0.004118001,0.00783531633333333,0,0.0123739728666667,0,0,0
"3-Hexen-1-ol, acetate",0.242698866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01375255,0,0,0,0,0,0,0,0,0,0,0
"3-Hexen-2-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02630375
"3-Hexenal",0,0,0,0,0,0,0,0,0,0,0.074778253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014276129,0,0,0,0,0,0,0,0,0,0,0
"3-Hexene",0.0230548665333333,0.0159158894333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007593897,0,0,0,0.01790929,0,0,0,0,0,0.0127874723333333,0.006734417
"3-Hydroxy-3-methyl-2-butanone",0,0,0,0,0,0.0007268682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001785196,0.004577067,0,0,0,0,0,0
"3-Hydroxy-N-methylphenethylamine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01203133
"3-Isoxazolecarboxylic acid, 5-methyl-, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001398704,0,0,0,0,0,0
"3-Methoxyamphetamine",0,0,0,0,0,0,0,0,0,0,0.0054731231,0,0,0.1077348466,0,0,0,0,0,0,0,0,0.0275481576,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Methoxybenzoic acid, 2-(pentafluorophenoxy)ethyl ester",0,0,0,0,0,0.0007655772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Methyl-1,2-diazirine",0,0,0,0,0,0.007129246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Methylcyclopentyl acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227533578,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Nitro-1-phenyl-1-butanone",0,0,0,0,0,0.00100983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Nonene",0,0,0,0,0,0.005181137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003046249,0,0,0.0009979643,0,0,0.001082522
"3-Octanol",0,0,0,0,0,0,6318571.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Octanone",0,0.0717429304,0,0,0,0,0,0,0,0,0,0,0,0,0.0134258143,0,0.006589438,0,0,0.047320155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Octene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004576904,0.003784643,0,0,0,0,0,0.01314778
"3-Pentanol",0,0,0,0.00445827765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016411865,0,0,0,0,0,0,0,0,0.002184881,0,0,0,0,0,0,0
"3-Penten-2-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004583067,0,0,0,0,0,0.003932657
"3-Pentenoic acid, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00576714716666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3-Thiophenecarboxylic acid, 5-acetyl-4-methyl-2-[[2-(4-morpholinyl)acetyl]amino]-, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004471697,0,0,0,0,0,0,0
"3-Trifluoroacetoxypentadecane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001449302
"3,3-Ethylenedioxy-17-methylandrost-5-ene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002247524,0,0,0,0,0,0
"3,3'-Bifuran, 2,2',3,3'-tetrahydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003745632,0,0,0,0,0,0
"3,4-Diacetylfurazan",0.1087198083,0,0,0,0.00995131567,0,0,0,0,0,0,0,0,0,0,0,0,0.0077923396,0,0,0,0,0,0,0.0008019079,0.00458048135666667,0,0,0.0007455796,0.003870111,0,0,0,0,0,0
"3,4-Difluorobenzaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00571128303333333,0.0001684739,0,0,0,0,0.00356493399,0.00176324023333333,0,0,0,0,0,0,0,0,0,0.001090372
"3,4-Difluorobenzoic acid, 3,4-dichlorophenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001032531,0,0,0,0,0,0,0
"3,4-Difluorobenzoic acid, 4-biphenyl ester",0,0,0,0,0,0.0001688083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,4-Difluorobenzonitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000381001,0,0,0,0,0,0,0,0,0,0
"3,4-Dimethyldihydrofuran-2,5-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005970405,0,0,0,0,0,0
"3,5-di-tert-Butyl-4-hydroxybenzaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00752157883333333,0,0,0
"3,5-Diamino-1,2,4-triazole",0,0,0,0,0,2.444765e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-Difluorobenzaldehyde",0,0,0,0,0,0.003481598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3,5-Difluorophenol",0,0.00152368823333333,0,0,0.0027086382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0023581385,0,0,0,0,0,0,0,0,0,0,0
"3,7-Dibromo-2-hydroxy-5-(p-tolylazo)tropone",0,0,0,0,0,0.003165954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3',4'-(Methylenedioxy)acetophenone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003952539,0,0,0,0,0,0,0
"3',4'-Difluoroacetophenone",0,0,0,0,0,0,0,0,0,0,0.0133200751333333,0,0,0,0.0009605877,0,0,0,0,0.0046221995,0.0048207094,0,0,0,0,0.002150664,0,0,0,0,0,0,0,0,0,0
"3',6'-Dibenzoyl-4-methyl-fluorescein",0,0,0,0,0,0.0006959636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3H-1,2-Dithiole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00152620753333333,0,0
"3H-1,2,4-Triazol-3-one, 1,2-dihydro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001604621
"4-(2-Acetoxyphenyl)-1-ethyl-3-methyl-5-(4-nitrophenyl)pyrazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6370948
"4-(3-Dimethylaminopropoxy)benzaldehyde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.642361e-05,0,0,0,0,0,0,0
"4-[(N,N-Dimethylcarbamoyl)diphenylmethyl]diphenylacetic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002088174,0,0,0,0,0,0
"4-[2-(Dimethylamino)ethyl]morpholine",0,0,0,0,0,0,209104.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Butylbenzoic acid, 4-chloro-2-methylphenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002053241,0,0,0,0,0,0,0
"4-Carene, (1S,3R,6R)-(-)-",0,0,0,0,0,0.008133245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004771907,0,0,0,0,0,0
"4-Cyclopentene-1,3-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002630099,0.003146247,0,0,0,0,0,0
"4-Dodecene",0,0,0,0,0,0.002295605,0,0,0,0,0,0,0,0,0.0023158401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004060025,0,0,0,0,0,0,0
"4-Hexen-1-ol",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002290811
"4-Hexen-1-ol, acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0.112580888233333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Hexen-2-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008994734,0,0,0,0,0,0,0
"4-Hexen-3-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002900647,0,0,0,0,0,0,0
"4-Methoxycarbonyl-4-butanolide",0,0,0,0,0,0.001729884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Methoxyphenylacetic acid, pentafluorobenzyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001555695,0,0,0,0,0,0,0
"4-Methyl-5H-furan-2-one",0,0,0,0,0,0.0008955513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Methyl-6-hepten-4-olide",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008247964
"4-Methylbenzoic acid, 3-pentyl ester",0,0,0,0,0,9.320276e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Methylthiazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002105025,0,0,0,0,0,0
"4-Nonanol, 2,6,8-trimethyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235344,0,0,0,0,0,0,0
"4-Nonanone",0,0.0126780103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Nonene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155674216666667,0,0,0,0,0,0.00378306203333333,0,0,0,0
"4-O-Acetyl-2,5-di-O-methyl-3,6-dideoxy-d-gluconitrile",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001400592,0,0,0,0,0,0
"4-Octene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021173205,0,0,0,0,0.0094156315,0,0,0,0,0,0,0,0,0,0,0
"4-Octene, 2,6-dimethyl-, [S-(Z)]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00100515423333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Oxohex-2-enal",0.00210442666666667,0,0,0,0,0.000731617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Penten-2-ol",0,0,0,0,0,0,0,0,0,0,0.00819474323333333,0,0,0,0,0,0,0,0,0.026633861,0,0,0,0,0,0,0,0,0,0,0.0018122335,0,0,0,0,0
"4-Penten-2-one, 4-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008977465,0.01067836,0,0,0,0,0,0
"4-tert-Butylcyclohexyl acetate",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00229190586666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4-Tetradecene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00356272923333333,0,0
"4-Trifluoroacetoxytetradecane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004087526,0,0,0,0,0,0
"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",0,0,0,0,0.0001795977125,0,0,0,0,0,0.00029316072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4,6-Bis(4-ethoxybenzylthio)-5-nitropyrimidine",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007552155,0,0,0,0,0,0,0
"4,7-Methanoazulene, 1,2,3,4,5,6,7,8-octahydro-1,4,9,9-tetramethyl-, [1S-(1α,4α,7α)]-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005843809,0,0,0,0,0,0
"4,8,12-Tetradecatrienal, 5,9,13-trimethyl-",0,0,0,0,0,0,0,0,0,0,0.0368011596333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a(2H)-Naphthalenol, octahydro-4,8a-dimethyl-,(4a,4aa,8aß)-",0,0,0,0,0,0,540661.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4a(2H)-Naphthalenol, octahydro-4,8a-dimethyl-,(4α,4aα,8aβ)-",0,0,0,0,0,0,0,0,0,0,0.0036537591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Chloro-2-[p-(2-[diethylamino)ethoxy]phenyl]-1H-benzimidazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.606523e-05
"5-Eicosene",0,0,0,0,0,0,849155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Hepten-2-one, 6-methyl-",0,0,0,0,0,0.0324452,0,0,19063535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5-Isopropyl-2,4-imidazolidinedione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001148918,0,0,0,0,0,0,0
"5-Oxotetrahydrofuran-2-carboxylic acid, ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002225183,0,0,0,0,0,0.0005496638
"5-Tridecene",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005334604
"5,16:8,13-Diethenodibenzo[a,g]cyclododecane, 6,7,14,15-tetrahydro",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002599593,0,0,0,0,0,0,0,0,0,0,0
"5,5'-((2R,3S)-2,3-Dimethylbutane-1,4-diyl)bis(benzo[d][1,3]dioxole)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001695883
"5,6-Dichloro-2-[4-[2-diethylamino]propyl]amino]-6-methylpyrimidin-2-ylamino-1H-benzimidazole",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001842146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5,9-Undecadien-2-one, 6,10-dimethyl-",0,0,0.0620638703,0,0,0.01129402,0,0,0,0,0,0.004856925,0,0.0176757115666667,0,0.0109373066333333,0,0,0,0,0,0,0,0,0.01236483,0,0,0,0,0.1426486,0.02603151,0.0244097468333333,0,0,0,0
"6-(2-Aminophenyl)-1,2,4-triazine-3,5(2H,4H)-dione tetratms",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001403289,0,0,0,0,0,0
"6-Fluoro-2-trifluoromethylbenzoic acid, 4-isopropylphenyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0002136892
"6-Methoxy-2-(4-methoxyphenethyl)-4H-chromen-4-one",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004968068,0,0,0,0,0,0,0
"6-Tridecene, 2,2,4,10,12,12-hexamethyl-7-(3,5,5-trimethylhexyl)-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01572528
"7-Chloro-1-[[2-[diethylamino]propyl]imino]-1,3,4,10-tetrahydro-10-hydroxy-3-[3-(trifluoromethyl)phenyl]-9(2H)-acridinone",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000437243933333333,0,0.00365118953333333,0,0.000318035433333333,0,0,0,0,0,0,0,0,0,0
"7-Oxabicyclo[2.2.1]heptane, 1-methyl-4-(1-methylethyl)-",0.0136239491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7-Tetradecene",0,0,0,0,0,0.003189743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0892171825666667,0,0,0,0,0,0,0,0.05556818,0
"9-Octadecenal",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001406958
"9-Octadecenoic acid (Z)-, methyl ester",0,0,0,0,0.017169351425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a-Methylstyrene",0,0,0,0,0,0,1003999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"a-Pinene",0,0,0,0,0,0,21656203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acenaphthylene",0,0,0,0,0,0.0004580782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetaldehyde",0.408840156166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1391728,0.1434061,0,0,0,0,0,0.08789977
"Acetaldehyde, methoxy-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001437875,0,0,0,0,0,0,0
"Acetamide, 2-fluoro-",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00315774146666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003962203,0,0,0,0,0,0
"Acetamide, 2,2-dichloro-",0.0800706511,0,0,0,0,0.003121382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002726492,0,0,0,0,0,0
"Acetamide, 2,2,2-trifluoro-",0,0,0,0,0,0.001738413,0,0,0,0,0,0,0.00223221436666667,0,0.0037695888,0,0,0,0.00513792923666667,0,0,0,0,0,0,0,0,0,0.0280754,0,0,0,0,0,0.00463716366666667,0
"Acetamide, 2,2,2-trifluoro-N-methyl-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002164049,0.0005783403,0,0,0,0,0,0
"Acetamide, N-methyl-",0,0,0,0,0,0.0001421219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetamide, N,N'-ethylenebis(N-nitro-",0.000698151226666667,0,0,0,0,0,0,0,0,0,0,0.0018855696,0,0,0.000547445566666667,0,0,0,0,0,0,0,0.000510782133333333,0,0,0,0.00188643403333333,0,0,0.02082516,0,0,0,0.000973674066666667,0,0
"Acetamide, oxime",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000327934,0,0,0,0,0,0,0
"Acetic acid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14194465,0,0,0,0,0,0,0,0,0.1047137,0.03817733,0,0,0,0,0,0.06655229
"Acetic acid ethenyl ester",0,0.0605310236666667,0,0,0,0.03127104,0,0,0,0,0,0.018383346,0,0,0.0281286202666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02849183,0
"Acetic acid, (acetyloxy)-",0,0,0,0,0,0.0009718128,0,0,0,0,0,0,0,0,0.0006280307,0,0,0,0,0,0.000650451966666667,0,0.0011003717,0,0,0.000505737966666667,0,0,0,0,0,0,0,0,0,0.006253394
"Acetic acid, 1,7,7-trimethyl-bicyclo[2.2.1]hept-2-yl ester",0.0072006944,0,0,0,0,0,2008630.66666667,0,0,0,0,0,0,0.00157948436666667,0.00182414333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, 2-[2-(2-acetoxy-ethoxy)-phenoxy]-ethyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003520499,0,0,0.000330956433333333,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, 3-methoxy-2-butyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001356007,0,0,0,0,0,0
"Acetic acid, cyano-, 2-ethylhexyl ester",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009349903,0,0,0,0,0,0
"Acetic acid, hydroxy-",0.438548965366667,0.2518252908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08883710885,0,0,0,0,0,0,0,0,0,0.003966465,0,0,0,0,0,0
"Acetic acid, methoxy-",0,0,0,0,0,0.0004441447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acetic acid, methoxy-, anhydride",0,0,0,0,0,0.0006395978,0,0,0,0,0.0019477536,0,0,0,0.0003695065,0,0,0,0,0,0,0.000373153866666667,0,0,0,0,0.0007766891,0.000484445966666667,0,0,0,0,0,0,0,0
"Acetic acid, methyl ester",0,0,0,0,0,0.370334,0,0,0,0,0.987901290433333,0.120105663333333,0.369603066866667,0,0,0,0,0,0.5107245811,0,0,0,0,0,0.144719045,0,0,0,0.01268939,0.0005327753,0,0,0,0.200959935333333,0,0
"Acetic acid, oxo-",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1355381,0,0,0,0,0,0,0
